<<<<<<< HEAD
,max,min,mean,median,most-frequent,SD,missing,present,outlier
0,1356.0,0.0,9.249802097763705,3.0,0.0,27.122621943826395,4,20212,616
=======
,max,min,mean,median,most-frequent,SD,missing,present,outlier
0,1356.0,0.0,9.249802097763705,3.0,0.0,27.122621943826395,4,20212,616
>>>>>>> 40fe4b26 (yay)
